Date,BNB-USD,BTC-USD,ETH-USD,LINK-USD,MATIC-USD,SOL-USD,XRP-USD
31/12/2020,37.37603378,29001.7207,737.8034058,11.27053833,0.017633,1.510897994,0.219845995
1/1/2021,37.90501022,29374.15234,730.3675537,11.87255478,0.017812001,1.84208405,0.237443998
2/1/2021,38.24159241,32127.26758,774.5349731,12.22013664,0.019043,1.799275041,0.221654996
3/1/2021,41.14897919,32782.02344,975.5076904,13.65017223,0.019974999,2.161751986,0.225848004
4/1/2021,40.92635345,31971.91406,1040.233032,13.57106304,0.024614001,2.485096931,0.236677006
5/1/2021,41.73460007,33992.42969,1100.006104,14.53986835,0.024467001,2.157217026,0.226750001
6/1/2021,42.16595459,36824.36328,1207.112183,17.15525627,0.035135001,1.929216981,0.250894994
7/1/2021,43.44948959,39371.04297,1225.678101,16.03196716,0.032999001,2.372745037,0.326002002
8/1/2021,42.39531708,40797.60938,1224.197144,15.28808498,0.031739,3.219887018,0.323229998
9/1/2021,43.9328537,40254.54688,1281.077271,17.60751343,0.033512998,3.385381937,0.326916009
10/1/2021,42.44847488,38356.44141,1262.246704,16.2474308,0.030410999,3.466110945,0.31833601
11/1/2021,38.37136078,35566.65625,1090.145386,14.5569334,0.026124001,3.108089924,0.288904995
12/1/2021,38.11161041,33922.96094,1043.43457,13.91584873,0.02609,3.613398075,0.29212299
13/1/2021,40.13593292,37316.35938,1130.73938,15.9300909,0.030069999,3.513782024,0.30557999
14/1/2021,41.7936821,39187.32813,1218.453003,17.82625008,0.032830998,3.27816391,0.295437992
15/1/2021,40.91897964,36825.36719,1171.834595,20.70972633,0.034014001,3.250160933,0.280405998
16/1/2021,43.17182541,36178.14063,1233.537598,20.21839714,0.032768,3.447055101,0.280187994
17/1/2021,45.68461227,35791.27734,1230.172241,23.16677284,0.034019999,3.818139076,0.277384013
18/1/2021,45.3531723,36630.07422,1257.279541,22.03626251,0.036052998,3.79551506,0.284768999
19/1/2021,42.78553391,36069.80469,1377.295898,20.75409317,0.032513998,3.641865969,0.294313997
20/1/2021,42.60689926,35547.75,1382.274048,21.84677696,0.034533001,3.723577976,0.296517998
21/1/2021,38.64583969,30825.69922,1121.570923,18.42427254,0.028604001,2.990535975,0.268945992
